     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          35.975;           3.705;           3.927;           3.728;           0.049 ( 1.323 %);  16372.491
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          47.354;           2.481;           2.531;           2.490;           0.009 ( 0.366 %);  24516.586
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          20.625;           3.697;           3.840;           3.717;           0.036 ( 0.970 %);  16422.417
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          36.052;           2.480;           2.529;           2.489;           0.009 ( 0.349 %);  24526.737
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          52.589;           3.695;           4.230;           3.725;           0.093 ( 2.509 %);  16387.010
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          26.517;           2.484;           2.526;           2.491;           0.007 ( 0.283 %);  24499.588
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          15.113;           3.697;           4.009;           3.714;           0.053 ( 1.431 %);  16432.600
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;         137.229;           2.483;           2.516;           2.492;           0.007 ( 0.264 %);  24496.013
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          80.778;           3.705;           4.017;           3.728;           0.057 ( 1.525 %);  16372.491
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          34.669;           2.483;           2.532;           2.490;           0.009 ( 0.356 %);  24507.935
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          27.380;           3.813;           4.070;           3.830;           0.043 ( 1.134 %);  15937.081
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          44.194;           2.550;           2.595;           2.558;           0.008 ( 0.310 %);  23855.977
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          28.870;           4.887;           5.086;           4.908;           0.043 ( 0.869 %);  12436.081
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          28.319;           3.278;           3.351;           3.288;           0.012 ( 0.372 %);  18564.544
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          20.603;           3.705;           3.949;           3.729;           0.053 ( 1.409 %);  16366.903
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;        1294.381;           2.478;           2.515;           2.489;           0.007 ( 0.271 %);  24524.945
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          48.001;           3.706;           3.849;           3.721;           0.028 ( 0.756 %);  16403.024
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;          13.090;           2.482;           2.515;           2.495;           0.006 ( 0.231 %);  24464.177
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
      BASE;           0.125;           0.000;           0.000;          8;       1000;          20.868;           3.697;          18.331;           4.201;           2.538 (60.401 %);  14528.406
    UNROLL;           0.125;           0.000;           0.000;          8;       1000;         105.128;           2.547;           2.596;           2.558;           0.009 ( 0.367 %);  23862.478
     title;             KiB;             MiB;             GiB;          n;          r;               d;             min;             max;            mean;                 stddev (%);      MiB/s
